# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:90": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:90", "device connection": "/dev/tty.BITalino-DevB", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-4-6", "time": "22:36:10.610", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "ECGBIT", "EDABITREV", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	501	577	315	515	38	0	
1	0	0	0	0	511	571	315	513	38	0	
2	0	0	0	0	508	566	315	509	38	0	
3	0	0	0	0	515	563	315	507	38	0	
4	0	0	0	0	512	561	315	504	38	0	
5	0	0	0	0	521	561	315	504	38	0	
6	0	0	0	0	517	563	315	504	38	0	
7	0	0	0	0	516	570	315	508	38	0	
8	0	0	0	0	508	577	315	512	38	0	
9	0	0	0	0	508	585	314	516	38	0	
10	0	0	0	0	508	590	315	518	38	0	
11	0	0	0	0	504	594	315	519	38	0	
12	0	0	0	0	508	598	315	519	38	0	
13	0	0	0	0	499	600	315	518	38	0	
14	0	0	0	0	488	597	314	517	38	0	
15	0	0	0	0	499	593	315	516	38	0	
0	0	0	0	0	504	586	315	515	38	0	
1	0	0	0	0	503	579	315	509	38	0	
2	0	0	0	0	518	574	315	507	38	0	
3	0	0	0	0	515	569	315	503	38	0	
4	0	0	0	0	510	568	315	503	38	0	
5	0	0	0	0	516	566	315	503	38	0	
6	0	0	0	0	520	568	315	504	38	0	
7	0	0	0	0	516	571	315	505	38	0	
8	0	0	0	0	516	577	315	507	38	0	
9	0	0	0	0	517	585	315	510	38	0	
10	0	0	0	0	504	592	315	516	38	0	
11	0	0	0	0	499	598	315	521	38	0	
12	0	0	0	0	501	602	315	523	38	0	
13	0	0	0	0	501	605	315	523	38	0	
14	0	0	0	0	500	606	315	524	38	0	
15	0	0	0	0	496	602	315	522	38	0	
0	0	0	0	0	500	595	315	521	38	0	
1	0	0	0	0	502	588	315	519	38	0	
2	0	0	0	0	509	582	315	514	38	0	
3	0	0	0	0	509	577	315	512	38	0	
4	0	0	0	0	511	573	315	508	38	0	
5	0	0	0	0	518	571	315	508	38	0	
6	0	0	0	0	515	570	315	505	38	0	
7	0	0	0	0	520	572	315	506	38	0	
8	0	0	0	0	514	579	315	509	38	0	
9	0	0	0	0	524	586	315	513	38	0	
10	0	0	0	0	517	593	315	517	38	0	
11	0	0	0	0	505	599	315	519	38	0	
12	0	0	0	0	500	604	315	521	38	0	
13	0	0	0	0	496	608	315	530	38	0	
14	0	0	0	0	500	610	315	524	38	0	
15	0	0	0	0	495	609	315	522	38	0	
0	0	0	0	0	498	606	315	519	38	0	
1	0	0	0	0	502	599	315	515	38	0	
2	0	0	0	0	503	592	315	510	38	0	
3	0	0	0	0	507	586	315	507	38	0	
4	0	0	0	0	508	581	315	504	38	0	
5	0	0	0	0	513	578	315	502	38	0	
6	0	0	0	0	518	576	315	500	38	0	
7	0	0	0	0	519	577	315	503	38	0	
8	0	0	0	0	514	579	315	504	38	0	
9	0	0	0	0	520	584	315	505	38	0	
10	0	0	0	0	513	591	315	510	38	0	
11	0	0	0	0	508	597	315	513	38	0	
12	0	0	0	0	510	603	315	516	38	0	
13	0	0	0	0	509	606	314	517	38	0	
14	0	0	0	0	501	609	315	518	38	0	
15	0	0	0	0	494	610	315	519	38	0	
0	0	0	0	0	496	608	315	520	38	0	
1	0	0	0	0	501	604	315	517	38	0	
2	0	0	0	0	497	598	315	514	38	0	
3	0	0	0	0	503	591	315	511	38	0	
4	0	0	0	0	512	585	315	506	38	0	
5	0	0	0	0	509	579	315	504	38	0	
6	0	0	0	0	515	575	315	503	38	0	
7	0	0	0	0	519	573	315	501	38	0	
8	0	0	0	0	516	575	315	499	38	0	
9	0	0	0	0	515	580	315	503	38	0	
10	0	0	0	0	519	587	315	507	38	0	
11	0	0	0	0	511	595	315	512	38	0	
12	0	0	0	0	503	601	315	517	38	0	
13	0	0	0	0	510	608	315	519	38	0	
14	0	0	0	0	511	612	315	521	38	0	
15	0	0	0	0	508	615	315	521	38	0	
0	0	0	0	0	495	615	316	521	38	0	
1	0	0	0	0	494	611	315	516	38	0	
2	0	0	0	0	496	606	315	513	38	0	
3	0	0	0	0	501	598	315	518	38	0	
4	0	0	0	0	509	592	315	506	38	0	
5	0	0	0	0	521	589	315	505	38	0	
6	0	0	0	0	520	585	315	504	38	0	
7	0	0	0	0	512	582	315	503	38	0	
8	0	0	0	0	515	581	315	504	38	0	
9	0	0	0	0	524	585	315	505	38	0	
10	0	0	0	0	509	590	315	508	38	0	
11	0	0	0	0	518	597	315	511	38	0	
12	0	0	0	0	511	603	315	516	38	0	
13	0	0	0	0	499	609	315	519	38	0	
14	0	0	0	0	507	613	315	520	38	0	
15	0	0	0	0	499	617	315	521	38	0	
0	0	0	0	0	503	619	315	521	38	0	
1	0	0	0	0	496	619	315	521	38	0	
2	0	0	0	0	497	616	315	518	38	0	
3	0	0	0	0	494	610	315	514	38	0	
4	0	0	0	0	503	604	315	511	38	0	
5	0	0	0	0	511	599	315	507	38	0	
6	0	0	0	0	514	594	315	504	38	0	
7	0	0	0	0	511	592	315	503	38	0	
8	0	0	0	0	511	590	315	503	38	0	
9	0	0	0	0	517	591	315	503	38	0	
10	0	0	0	0	519	593	315	505	38	0	
11	0	0	0	0	513	599	315	509	38	0	
12	0	0	0	0	515	605	315	511	38	0	
13	0	0	0	0	512	610	314	515	38	0	
14	0	0	0	0	504	617	315	519	38	0	
15	0	0	0	0	503	621	315	520	38	0	
0	0	0	0	0	507	624	315	521	38	0	
1	0	0	0	0	500	626	314	521	38	0	
2	0	0	0	0	493	624	315	519	38	0	
3	0	0	0	0	503	622	315	516	38	0	
4	0	0	0	0	497	615	315	513	38	0	
5	0	0	0	0	508	608	315	515	38	0	
6	0	0	0	0	508	602	315	504	38	0	
7	0	0	0	0	515	599	315	503	38	0	
8	0	0	0	0	512	596	315	503	38	0	
9	0	0	0	0	520	594	315	502	38	0	
10	0	0	0	0	527	595	315	506	38	0	
11	0	0	0	0	519	600	315	506	38	0	
12	0	0	0	0	521	606	315	510	38	0	
13	0	0	0	0	510	613	315	513	38	0	
14	0	0	0	0	505	621	315	516	38	0	
15	0	0	0	0	501	627	315	519	38	0	
0	0	0	0	0	505	630	315	521	38	0	
1	0	0	0	0	501	632	315	524	38	0	
2	0	0	0	0	491	631	315	524	38	0	
3	0	0	0	0	496	627	315	524	38	0	
4	0	0	0	0	495	622	315	520	38	0	
5	0	0	0	0	497	615	315	517	38	0	
6	0	0	0	0	508	608	314	513	38	0	
7	0	0	0	0	522	603	315	509	38	0	
8	0	0	0	0	519	598	315	508	38	0	
9	0	0	0	0	513	595	314	514	38	0	
10	0	0	0	0	519	595	315	505	38	0	
11	0	0	0	0	522	598	315	504	38	0	
12	0	0	0	0	521	603	314	504	38	0	
13	0	0	0	0	513	609	315	506	38	0	
14	0	0	0	0	515	615	315	509	38	0	
15	0	0	0	0	512	622	314	515	38	0	
0	0	0	0	0	505	626	315	520	38	0	
1	0	0	0	0	504	628	315	523	38	0	
2	0	0	0	0	499	630	315	523	38	0	
3	0	0	0	0	492	629	315	519	38	0	
4	0	0	0	0	498	625	315	516	38	0	
5	0	0	0	0	495	620	315	516	38	0	
6	0	0	0	0	498	614	315	504	38	0	
7	0	0	0	0	513	607	315	497	38	0	
8	0	0	0	0	507	601	314	494	38	0	
9	0	0	0	0	521	597	315	495	38	0	
10	0	0	0	0	514	593	315	493	38	0	
11	0	0	0	0	515	592	315	494	38	0	
12	0	0	0	0	520	594	315	497	38	0	
13	0	0	0	0	524	600	315	504	38	0	
14	0	0	0	0	514	606	314	517	38	0	
15	0	0	0	0	503	612	315	515	38	0	
0	0	0	0	0	507	617	315	520	38	0	
1	0	0	0	0	508	621	315	524	38	0	
2	0	0	0	0	501	624	315	525	38	0	
3	0	0	0	0	502	624	315	527	38	0	
4	0	0	0	0	496	621	315	523	38	0	
5	0	0	0	0	496	617	315	520	38	0	
6	0	0	0	0	492	611	314	518	38	0	
7	0	0	0	0	509	606	315	514	38	0	
8	0	0	0	0	510	600	315	511	38	0	
9	0	0	0	0	515	593	315	508	38	0	
10	0	0	0	0	511	590	315	507	38	0	
11	0	0	0	0	524	588	315	505	38	0	
12	0	0	0	0	531	590	315	505	38	0	
13	0	0	0	0	518	595	315	505	38	0	
14	0	0	0	0	517	601	314	508	38	0	
15	0	0	0	0	508	608	315	512	38	0	
