# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:90": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:90", "device connection": "/dev/tty.BITalino-DevB", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-4-6", "time": "9:39:21.840", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "ECGBIT", "EDABITREV", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	510	458	165	515	38	2	
1	0	0	0	0	504	457	166	515	38	2	
2	0	0	0	0	505	458	165	518	38	2	
3	0	0	0	0	493	458	166	524	38	2	
4	0	0	0	0	499	457	165	523	38	2	
5	0	0	0	0	494	457	166	521	38	2	
6	0	0	0	0	498	455	165	517	38	2	
7	0	0	0	0	494	455	166	516	38	2	
8	0	0	0	0	515	455	166	513	38	2	
9	0	0	0	0	510	454	166	511	38	2	
10	0	0	0	0	516	453	166	511	38	2	
11	0	0	0	0	519	452	165	511	38	2	
12	0	0	0	0	523	453	166	513	38	2	
13	0	0	0	0	520	455	165	513	38	2	
14	0	0	0	0	513	457	166	513	38	2	
15	0	0	0	0	514	460	166	513	38	2	
0	0	0	0	0	513	461	165	513	38	2	
1	0	0	0	0	498	463	166	514	38	2	
2	0	0	0	0	498	467	165	516	38	2	
3	0	0	0	0	494	469	166	516	38	2	
4	0	0	0	0	499	472	165	516	38	2	
5	0	0	0	0	497	473	166	514	38	2	
6	0	0	0	0	498	474	166	514	38	2	
7	0	0	0	0	507	475	166	514	38	2	
8	0	0	0	0	511	476	166	512	38	2	
9	0	0	0	0	507	476	166	512	38	2	
10	0	0	0	0	512	477	166	510	38	2	
11	0	0	0	0	517	480	166	511	38	2	
12	0	0	0	0	516	483	166	512	38	2	
13	0	0	0	0	514	486	165	513	38	2	
14	0	0	0	0	524	490	166	519	38	2	
15	0	0	0	0	514	493	165	519	38	2	
0	0	0	0	0	509	497	166	519	38	2	
1	0	0	0	0	504	500	165	519	38	2	
2	0	0	0	0	504	504	166	519	38	2	
3	0	0	0	0	505	509	166	518	38	2	
4	0	0	0	0	508	512	164	518	38	2	
5	0	0	0	0	495	516	166	517	38	2	
6	0	0	0	0	496	519	165	516	38	2	
7	0	0	0	0	502	519	166	517	38	2	
8	0	0	0	0	501	521	166	515	38	2	
9	0	0	0	0	507	521	165	514	38	2	
10	0	0	0	0	514	521	166	513	38	2	
11	0	0	0	0	517	522	166	512	38	2	
12	0	0	0	0	515	522	165	510	38	2	
13	0	0	0	0	510	523	166	511	38	2	
14	0	0	0	0	511	525	166	510	38	2	
15	0	0	0	0	519	527	165	512	38	2	
0	0	0	0	0	512	530	166	512	38	2	
1	0	0	0	0	509	534	164	512	38	2	
2	0	0	0	0	507	537	166	512	38	2	
3	0	0	0	0	505	539	164	512	38	2	
4	0	0	0	0	495	543	166	512	38	2	
5	0	0	0	0	495	545	165	513	38	2	
6	0	0	0	0	498	548	165	512	38	2	
7	0	0	0	0	496	550	165	510	38	2	
8	0	0	0	0	501	551	164	508	38	2	
9	0	0	0	0	510	552	166	519	38	2	
10	0	0	0	0	506	551	164	510	38	2	
11	0	0	0	0	511	550	165	515	38	2	
12	0	0	0	0	513	549	164	509	38	2	
13	0	0	0	0	519	548	166	511	38	2	
14	0	0	0	0	522	547	165	507	38	2	
15	0	0	0	0	518	547	165	508	38	2	
0	0	0	0	0	513	549	165	509	38	2	
1	0	0	0	0	514	551	164	512	38	2	
2	0	0	0	0	510	554	165	511	38	2	
3	0	0	0	0	515	557	164	510	38	2	
4	0	0	0	0	502	558	166	523	38	2	
5	0	0	0	0	502	560	165	512	38	2	
6	0	0	0	0	499	561	164	514	38	2	
7	0	0	0	0	499	563	165	527	38	2	
8	0	0	0	0	500	561	164	515	38	2	
9	0	0	0	0	499	562	166	513	38	2	
10	0	0	0	0	506	561	165	511	38	2	
11	0	0	0	0	511	560	164	510	38	2	
12	0	0	0	0	515	560	166	511	38	2	
13	0	0	0	0	519	560	164	513	38	2	
14	0	0	0	0	514	561	166	513	38	2	
15	0	0	0	0	519	563	166	513	38	2	
0	0	0	0	0	522	567	165	517	38	2	
1	0	0	0	0	510	569	164	525	38	2	
2	0	0	0	0	513	572	165	517	38	2	
3	0	0	0	0	508	574	164	516	38	2	
4	0	0	0	0	500	576	165	515	38	2	
5	0	0	0	0	502	577	164	515	38	2	
6	0	0	0	0	503	578	166	515	38	2	
7	0	0	0	0	496	578	165	515	38	2	
8	0	0	0	0	497	579	165	515	38	2	
9	0	0	0	0	504	578	165	515	38	2	
10	0	0	0	0	497	579	165	516	38	2	
11	0	0	0	0	510	577	165	515	38	2	
12	0	0	0	0	515	575	164	513	38	2	
13	0	0	0	0	512	574	165	512	38	2	
14	0	0	0	0	513	572	164	525	38	2	
15	0	0	0	0	519	571	165	516	38	2	
0	0	0	0	0	518	569	164	516	38	2	
1	0	0	0	0	519	568	165	515	38	2	
2	0	0	0	0	514	568	165	515	38	2	
3	0	0	0	0	513	570	165	515	38	2	
4	0	0	0	0	502	572	164	514	38	2	
5	0	0	0	0	506	573	165	512	38	2	
6	0	0	0	0	499	574	164	512	38	2	
7	0	0	0	0	501	577	165	511	38	2	
8	0	0	0	0	493	582	164	510	38	2	
9	0	0	0	0	497	583	166	510	38	2	
10	0	0	0	0	502	581	165	508	38	2	
11	0	0	0	0	507	578	165	508	38	2	
12	0	0	0	0	503	573	165	507	38	2	
13	0	0	0	0	505	566	164	507	38	2	
14	0	0	0	0	519	562	166	507	38	2	
15	0	0	0	0	512	560	164	507	38	2	
0	0	0	0	0	519	560	166	508	38	2	
1	0	0	0	0	517	561	165	510	38	2	
2	0	0	0	0	518	562	165	510	38	2	
3	0	0	0	0	519	563	165	512	38	2	
4	0	0	0	0	509	563	166	515	38	2	
5	0	0	0	0	505	562	165	516	38	2	
6	0	0	0	0	506	563	164	516	38	2	
7	0	0	0	0	502	561	165	515	38	2	
8	0	0	0	0	504	561	164	516	38	2	
9	0	0	0	0	501	560	165	515	38	2	
10	0	0	0	0	497	560	164	514	38	2	
11	0	0	0	0	500	560	166	513	38	2	
12	0	0	0	0	505	560	165	513	38	2	
13	0	0	0	0	513	562	165	514	38	2	
14	0	0	0	0	509	562	166	513	38	2	
15	0	0	0	0	518	561	164	512	38	2	
0	0	0	0	0	518	559	166	511	38	2	
1	0	0	0	0	513	557	165	511	38	2	
2	0	0	0	0	521	557	165	512	38	2	
