# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:90": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:90", "device connection": "/dev/tty.BITalino-DevB", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-4-10", "time": "22:47:53.628", "channels": [2, 3], "sensor": ["ECGBIT", "EDABITREV"], "label": ["A2", "A3"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A3"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	508	140	
1	0	0	0	0	507	140	
2	0	0	0	0	505	140	
3	0	0	0	0	504	140	
4	0	0	0	0	504	140	
5	0	0	0	0	506	140	
6	0	0	0	0	507	140	
7	0	0	0	0	511	140	
8	0	0	0	0	514	140	
9	0	0	0	0	518	140	
10	0	0	0	0	519	140	
11	0	0	0	0	519	140	
12	0	0	0	0	518	140	
13	0	0	0	0	515	140	
14	0	0	0	0	511	140	
15	0	0	0	0	507	140	
0	0	0	0	0	504	140	
1	0	0	0	0	500	140	
2	0	0	0	0	496	140	
3	0	0	0	0	493	140	
4	0	0	0	0	491	140	
5	0	0	0	0	489	140	
6	0	0	0	0	489	140	
7	0	0	0	0	491	140	
8	0	0	0	0	493	141	
9	0	0	0	0	497	140	
10	0	0	0	0	501	140	
11	0	0	0	0	506	140	
12	0	0	0	0	514	140	
13	0	0	0	0	522	140	
14	0	0	0	0	528	140	
15	0	0	0	0	528	140	
0	0	0	0	0	519	140	
1	0	0	0	0	506	140	
2	0	0	0	0	493	140	
3	0	0	0	0	484	140	
4	0	0	0	0	479	140	
5	0	0	0	0	475	140	
6	0	0	0	0	475	140	
7	0	0	0	0	478	141	
8	0	0	0	0	486	140	
9	0	0	0	0	497	140	
10	0	0	0	0	509	140	
11	0	0	0	0	519	140	
12	0	0	0	0	527	140	
13	0	0	0	0	534	140	
14	0	0	0	0	540	140	
15	0	0	0	0	543	140	
0	0	0	0	0	543	140	
1	0	0	0	0	538	140	
2	0	0	0	0	534	140	
3	0	0	0	0	529	140	
4	0	0	0	0	523	140	
5	0	0	0	0	517	140	
6	0	0	0	0	511	140	
7	0	0	0	0	505	140	
8	0	0	0	0	500	141	
9	0	0	0	0	496	140	
10	0	0	0	0	493	140	
11	0	0	0	0	491	140	
12	0	0	0	0	491	140	
13	0	0	0	0	491	140	
14	0	0	0	0	492	140	
15	0	0	0	0	494	140	
0	0	0	0	0	496	140	
1	0	0	0	0	498	140	
2	0	0	0	0	500	141	
3	0	0	0	0	502	140	
4	0	0	0	0	501	140	
5	0	0	0	0	498	140	
6	0	0	0	0	496	141	
7	0	0	0	0	495	141	
8	0	0	0	0	496	140	
9	0	0	0	0	496	140	
10	0	0	0	0	498	140	
11	0	0	0	0	501	141	
12	0	0	0	0	502	140	
13	0	0	0	0	503	140	
14	0	0	0	0	505	140	
15	0	0	0	0	506	140	
0	0	0	0	0	507	141	
1	0	0	0	0	507	140	
2	0	0	0	0	506	140	
3	0	0	0	0	505	140	
4	0	0	0	0	503	141	
5	0	0	0	0	502	141	
6	0	0	0	0	500	140	
7	0	0	0	0	499	140	
8	0	0	0	0	501	140	
9	0	0	0	0	502	140	
10	0	0	0	0	504	140	
11	0	0	0	0	507	141	
12	0	0	0	0	508	140	
13	0	0	0	0	509	140	
14	0	0	0	0	508	140	
15	0	0	0	0	510	140	
0	0	0	0	0	508	141	
1	0	0	0	0	505	141	
2	0	0	0	0	501	140	
3	0	0	0	0	497	140	
4	0	0	0	0	495	140	
5	0	0	0	0	493	140	
6	0	0	0	0	491	141	
7	0	0	0	0	489	141	
8	0	0	0	0	489	140	
9	0	0	0	0	489	140	
10	0	0	0	0	488	140	
11	0	0	0	0	489	140	
12	0	0	0	0	491	141	
13	0	0	0	0	495	141	
14	0	0	0	0	498	140	
15	0	0	0	0	501	140	
0	0	0	0	0	504	140	
1	0	0	0	0	504	140	
2	0	0	0	0	505	141	
3	0	0	0	0	504	140	
4	0	0	0	0	502	140	
5	0	0	0	0	499	140	
6	0	0	0	0	496	141	
7	0	0	0	0	492	141	
8	0	0	0	0	491	141	
9	0	0	0	0	488	140	
10	0	0	0	0	487	140	
11	0	0	0	0	488	141	
12	0	0	0	0	491	141	
13	0	0	0	0	495	141	
14	0	0	0	0	497	140	
15	0	0	0	0	500	140	
0	0	0	0	0	503	140	
1	0	0	0	0	503	140	
2	0	0	0	0	502	141	
3	0	0	0	0	499	141	
4	0	0	0	0	495	141	
5	0	0	0	0	493	140	
6	0	0	0	0	492	140	
7	0	0	0	0	494	140	
8	0	0	0	0	498	140	
9	0	0	0	0	499	141	
10	0	0	0	0	497	141	
11	0	0	0	0	494	141	
12	0	0	0	0	491	140	
13	0	0	0	0	490	140	
14	0	0	0	0	492	141	
15	0	0	0	0	494	141	
0	0	0	0	0	494	141	
1	0	0	0	0	493	141	
2	0	0	0	0	492	140	
3	0	0	0	0	489	140	
4	0	0	0	0	487	140	
5	0	0	0	0	482	141	
6	0	0	0	0	478	141	
7	0	0	0	0	476	140	
8	0	0	0	0	474	140	
9	0	0	0	0	475	141	
10	0	0	0	0	475	141	
11	0	0	0	0	476	141	
12	0	0	0	0	478	140	
13	0	0	0	0	481	140	
14	0	0	0	0	484	140	
15	0	0	0	0	485	141	
0	0	0	0	0	484	141	
1	0	0	0	0	481	141	
2	0	0	0	0	476	140	
3	0	0	0	0	472	140	
4	0	0	0	0	468	140	
5	0	0	0	0	464	141	
6	0	0	0	0	461	141	
7	0	0	0	0	460	140	
8	0	0	0	0	460	140	
9	0	0	0	0	460	140	
10	0	0	0	0	460	141	
11	0	0	0	0	462	141	
12	0	0	0	0	466	141	
13	0	0	0	0	471	140	
14	0	0	0	0	473	140	
15	0	0	0	0	475	141	
0	0	0	0	0	477	141	
1	0	0	0	0	476	141	
2	0	0	0	0	474	140	
3	0	0	0	0	471	140	
4	0	0	0	0	467	141	
5	0	0	0	0	460	141	
